member_id,settlement_liquidity_need_usd,available_qualified_liquid_resources_usd,repo_rollover_need_usd,incremental_funding_cost_usd,member_concentration_ratio,excluded_section16_additional_collateral_demand_usd,excluded_section16_composite_outflow_usd,additional_haircut_requirement_usd,excluded_section17_aqlr_reduction_usd,treasury_liquidation_loss_usd,settlement_fail_requirement_usd,excluded_section18_funding_shock_usd,excluded_section18_composite_outflow_usd,concentration_base_usd,concentration_excess_ratio,concentration_adjustment_usd,pre_buffer_stressed_liquidity_requirement_usd,operational_liquidity_buffer_usd,stressed_liquidity_requirement_usd,liquidity_coverage_ratio,liquidity_headroom_usd,liquidity_shortfall_usd,lcr_status,section16_composite_identity_difference_usd,section18_composite_identity_difference_usd,double_count_control_pass,excluded_overlapping_candidate_amount_usd,scenario_name,severity_rank,funding_scenario_name,haircut_scenario_name,treasury_scenario_name,settlement_fail_scenario_name,concentration_threshold,concentration_multiplier,operational_liquidity_buffer_rate,lcr_minimum_ratio,model_version,value_class,actual_ficc_participant,participant_level_inference,scenario_label,scenario_family,scenario_severity,display_order,hypothetical_value_class
SYN-MBR-0011,60735734239.45619,75242847988.50183,11772110137.87737,1428128.8727249915,0.2977758440804922,1611998448.7003763,13385536715.450472,1116069897.6997201,68815195.75275749,554711656.7051058,10280965853.965168,6692768357.725236,16973734211.690403,71016700093.42136,0.0,0.0,84461019914.57628,1689220398.2915256,86150240312.8678,0.8733910400626382,-10907392324.365967,10907392324.365967,BREACH,-2.384185791015625e-07,-9.5367431640625e-07,True,8373582002.1783695,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0012,144292010968.214,212367652625.22192,25972324251.35091,3480304.101566669,0.2660186781845312,3674807117.4956927,29650611672.948166,2573275209.535368,175266445.9047725,1474710851.2463737,34606830347.137276,14825305836.474083,49432136183.61136,178898841315.35126,0.0,0.0,208922631931.58548,4178452638.6317096,213101084570.2172,0.9965582908858749,-733431944.9952698,733431944.9952698,BREACH,-3.814697265625e-06,0.0,True,18675379399.87455,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0013,52803412307.27307,98583293681.45982,8976876996.64937,1186748.8276266037,0.2779980045983231,1259327049.051999,10237390794.528996,940473552.1142972,56256294.174959995,484536781.8435364,10711012845.100367,5118695397.264498,15829708242.364864,63514425152.373436,0.0,0.0,73917499231.80827,1478349984.6361654,75395849216.44444,1.3075427189426498,23187444465.01538,0.0,PASS,-4.76837158203125e-07,0.0,True,6434278740.491457,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0014,18905679729.392178,27563413705.90542,3490534623.129529,445087.1468053995,0.27904545310817064,486527233.4125043,3977506943.6888385,345705513.7074095,22360968.307619996,173803141.2091367,3770988679.291055,1988753471.8444192,5759742151.135475,22676668408.68323,0.0,0.0,26687156773.87611,533743135.4775222,27220899909.353634,1.0125827506692417,342513796.5517845,0.0,PASS,-2.384185791015625e-07,7.152557373046875e-07,True,2497641673.5645437,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0015,16748938730.153816,24224007964.745144,2881503250.2664986,395638.69362457545,0.24332795831642118,412874692.37846965,3294773581.3385935,286353243.22115254,18396657.517624997,135836330.37988263,3419352129.683062,1647386790.6692967,5066738920.352359,20168290859.83688,0.0,0.0,23472379322.39804,469447586.44796085,23941826908.846,1.011786112103036,282181055.8991432,0.0,PASS,7.152557373046875e-07,0.0,True,2078658140.5653915,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0016,27198692761.82988,34634721035.148605,4745271705.878638,606386.1253487692,0.2562474183718598,669924956.1318865,5415803048.135874,470906255.8178052,23472659.033557497,186787020.8574332,4519332022.176016,2707901524.067937,7227233546.243953,31718024784.005898,0.0,0.0,37121596152.68512,742431923.0537024,37864028075.73882,0.9147130613221952,-3229307040.5902176,3229307040.5902176,BREACH,2.384185791015625e-07,0.0,True,3401299139.233381,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0017,16925605514.598438,18547989416.68169,3124340960.5078735,385734.21036798274,0.28550394225742814,431798435.23658776,3556525129.954829,278489059.0860808,15578690.349979999,107947337.15239474,3597333446.170595,1778262564.9774148,5375596011.14801,20522938960.769035,0.0,0.0,24034102051.725754,480682041.0345151,24514784092.76027,0.7566042330415343,-5966794676.078579,5966794676.078579,BREACH,-5.960464477539063e-08,2.384185791015625e-07,True,2225639690.5639825,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0018,49366994743.6497,90823998967.0652,8519796964.17053,1157326.1475824304,0.28425075824294876,1196960060.3222737,9717914350.640385,851074073.280563,32841224.588022497,250039046.82651883,9179213923.139437,4858957175.320192,14038171098.45963,58546208666.78913,0.0,0.0,68168276077.214325,1363365521.5442865,69531641598.7586,1.3062254374947295,21292357368.306595,0.0,PASS,-1.9073486328125e-06,0.0,True,6088758460.230488,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0019,21549543716.28105,22087577368.86665,3720248951.086701,496356.8244842017,0.28579367164537667,520621878.57942903,4241367186.490614,389436384.26983935,20146871.02387,163793368.26959062,3939486715.5407996,2120683593.245307,6060170308.786106,25489030431.82185,0.0,0.0,29763005492.27247,595260109.8454493,30358265602.117916,0.7275638753001005,-8270688233.2512665,8270688233.2512665,BREACH,-2.384185791015625e-07,-4.76837158203125e-07,True,2661452342.848606,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0020,58917682215.03989,63853933972.30661,9088565173.537115,1227051.9464547862,0.270934987158949,1284237193.6094325,10374029419.093002,891136688.9880644,32697652.693509996,244481410.49873596,9821199054.11598,5187014709.546501,15008213763.662481,68738881269.15587,0.0,0.0,78964291594.12624,1579285831.8825247,80543577426.00876,0.7927874079217047,-16689643453.702148,16689643453.702148,BREACH,0.0,0.0,True,6503949555.849443,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0021,223347401819.26135,304408474480.80493,39585575048.25572,5293089.070767034,0.27774375250252253,5564683594.993884,45155551732.32037,4143848093.2135515,249677629.22764498,2368263385.0272655,43622793221.00872,22577775866.160187,66200569087.16891,266970195040.27008,0.0,0.0,313073174655.8374,6261463493.116748,319334638148.95416,0.9532585511090503,-14926163668.149231,14926163668.149231,BREACH,0.0,0.0,True,28392137090.381718,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0022,24024789572.102814,26836974511.062134,4190376854.6361322,582964.534549906,0.2791649105722638,592732124.0963573,4783691943.267039,428902324.6437455,20257140.371282496,156951475.1590479,5034974835.981316,2391845971.6335196,7426820807.614835,29059764408.08413,0.0,0.0,33836578027.057602,676731560.541152,34513309587.598755,0.7775833390578438,-7676335076.536621,7676335076.536621,BREACH,-2.384185791015625e-07,-4.76837158203125e-07,True,3004835236.1011596,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0023,47176754102.84989,90188351371.4415,7634693091.647177,918485.9455493916,0.33378647402122835,1025030254.2659076,8660641831.858633,713659258.3531048,30232575.2322925,228988961.78065985,6780803531.567998,4330320915.9293165,11111124447.497314,53957557634.41789,0.0,0.0,62535817432.14439,1250716348.6428878,63786533780.78728,1.4139089557897648,26401817590.65422,0.0,PASS,-7.152557373046875e-07,0.0,True,5385583745.427516,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0024,18574452756.67761,27523688539.237083,3252787665.4052987,411167.6044891239,0.2915580076874683,449779791.12926203,3702978624.139049,302763024.7268956,13314102.3938425,96074555.52648541,2904240491.1211944,1851489312.0695248,4755729803.190719,21478693247.7988,0.0,0.0,25130729661.06197,502614593.2212394,25633344254.28321,1.073745519359535,1890344284.9538727,0.0,PASS,-8.344650268554688e-07,-4.76837158203125e-07,True,2314583205.5926294,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0025,37913634646.76164,56811541404.62919,7219232349.798447,864856.9323553863,0.31370829801288924,978449327.7736118,8198546534.504415,673515805.7045803,49330567.352832496,392510198.5594462,7414340365.14086,4099273267.2522073,11513613632.393066,45327975011.902504,0.0,0.0,53614098222.89734,1072281964.4579468,54686380187.355286,1.0388608865679738,2125161217.273903,0.0,PASS,7.152557373046875e-07,-4.76837158203125e-07,True,5127053162.378652,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0026,51482648842.523285,61978397436.36327,8884126652.071955,1196801.9614180746,0.25420346843542774,1266095600.657226,10151419054.6906,889813784.9405502,40228767.069864996,315441726.68772537,8498547189.5456505,5075709527.3453,13574256716.890951,59981196032.06894,0.0,0.0,70071774997.73059,1401435499.9546118,71473210497.6852,0.8671556378227975,-9494813061.321922,9494813061.321922,BREACH,4.76837158203125e-07,9.5367431640625e-07,True,6382033895.072391,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0027,32063094722.12096,56916796024.10076,5598297479.238071,715674.6853320239,0.294478103365004,774362116.4630215,6373375270.386424,578103576.805458,33269222.769292496,284939115.05477405,5290311784.164017,3186687635.193212,8476999419.357229,37353406506.28497,0.0,0.0,43815462352.06861,876309247.0413723,44691771599.109985,1.2735408328551072,12225024424.990776,0.0,PASS,-9.5367431640625e-07,4.76837158203125e-07,True,3994318974.425526,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0028,76904103317.7189,99599212235.12988,12937404536.73907,1784340.4732607575,0.23144341013989894,1855115410.063586,14794304287.275915,1323424058.7947721,68368125.16174,554826757.104609,14847066204.629892,7397152143.637958,22244218348.26785,91751169522.3488,0.0,0.0,106568609215.46053,2131372184.3092105,108699981399.76973,0.9162762583079971,-9100769164.639847,9100769164.639847,BREACH,-2.384185791015625e-06,-9.5367431640625e-07,True,9320635678.863283,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0029,18665876759.885567,30217348533.848213,3263896945.89721,442440.7395610603,0.24282605852048295,466682847.4754793,3731022234.1122503,335121927.36275285,18458803.264584996,144901988.91997987,3620374848.3861647,1865511117.0561252,5485885965.44229,22286251608.271732,0.0,0.0,26030614911.19123,520612298.2238246,26551227209.415054,1.1380772834158548,3666121324.433159,0.0,PASS,-1.7881393432617188e-07,4.76837158203125e-07,True,2350652767.7961893,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0030,175821733787.35785,302812978716.35925,30882701279.670235,3909633.879725735,0.2926434114775448,4268946129.9667897,35155557043.51675,3165552853.965492,168246107.363995,1566872507.280382,27031599714.74334,17577778521.758373,44609378236.50171,202853333502.1012,0.0,0.0,238472369776.89703,4769447395.537941,243241817172.43497,1.2449050999388567,59571161543.924286,0.0,PASS,-3.814697265625e-06,-3.814697265625e-06,True,22014970759.089157,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0031,57573944874.87246,61529492053.88336,9488591419.218327,1182221.401367359,0.3219640551273276,1288894884.274512,10778668524.894207,874949180.8823794,33676658.584709994,242108544.70035937,8192981187.138522,5389334262.447103,13582315449.585625,65766926062.01098,0.0,0.0,76373757428.21342,1527475148.5642686,77901232576.7777,0.7898397755547871,-16371740522.894333,16371740522.894333,BREACH,9.5367431640625e-07,0.0,True,6711905805.306325,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0032,23694465319.93,36676041150.87291,4523068639.873791,566986.3338534064,0.29851786031203514,622332904.0225122,5145968530.230157,457499217.5206481,34988535.148114994,290984999.76171553,6643838234.984806,2572984265.1150784,9216822500.099884,30338303554.914806,0.0,0.0,35610423398.404816,712208467.9680964,36322631866.37291,1.0097297267940317,353409284.5,0.0,PASS,5.960464477539062e-07,-4.76837158203125e-07,True,3230305704.2857056,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0033,27754252011.11132,59118321064.85495,4675749607.042144,633895.9074490495,0.23718065570346106,668566276.0472564,5344949778.996849,490114793.25004715,22930973.3503325,186915830.17803052,4151720722.5729084,2672474889.498425,6824195612.071333,31905972733.684227,0.0,0.0,37259386860.0619,745187737.2012379,38004574597.26314,1.5555580266674607,21113746467.591812,0.0,PASS,-1.1920928955078125e-07,-4.76837158203125e-07,True,3363972138.896014,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0034,41209294162.20596,63634218892.15825,7089412248.65927,920353.7982089232,0.3029528381239237,978957728.9132518,8069290331.370731,686965727.9942186,44967535.015765,342288311.94398594,7563025173.529361,4034645165.6853657,11597670339.214725,48772319335.73532,0.0,0.0,56891905978.131004,1137838119.5626202,58029744097.69363,1.0965793470505305,5604474794.4646225,0.0,PASS,3.5762786865234375e-07,-9.5367431640625e-07,True,5058570429.614383,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0035,18268399456.49582,39933966050.57036,3245672264.1204157,440803.76136226015,0.24380615316984017,464220214.1396746,3710333282.021453,323583464.58557165,19750208.71716,149458109.88426656,3473272390.1319084,1855166641.0107265,5328439031.142634,21741671846.627728,0.0,0.0,25460826488.979343,509216529.77958685,25970043018.75893,1.5376934886755818,13963923031.811428,0.0,PASS,3.5762786865234375e-07,-4.76837158203125e-07,True,2339137063.8675613,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0036,86121022025.06229,95836713791.62004,14900237557.139688,2012575.3960510069,0.23016559882913182,2129243744.802111,17031493877.337847,1457712098.0107074,66260603.1707925,519998593.32995635,16265149935.081663,8515746938.668923,24780896873.750587,102386171960.14395,0.0,0.0,119266132784.02037,2385322655.6804075,121651455439.70078,0.7877975108906413,-25814741648.080734,25814741648.080734,BREACH,-3.5762786865234375e-06,9.5367431640625e-07,True,10711251286.641827,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0037,173143482343.27496,248389787156.37576,31878872907.091263,3994126.7402877253,0.31238017263729007,4355055354.181166,36237922388.01272,2978278271.5430355,170114340.6484275,1379328879.456129,26612133598.800865,18118961194.00636,44731094792.80723,199755615942.07584,0.0,0.0,235996090126.90652,4719921802.538131,240716011929.44464,1.0318789563079849,7673775226.931122,0.0,PASS,1.9073486328125e-06,3.814697265625e-06,True,22644130888.83595,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0038,18068256922.030533,25040064941.657112,3302754122.846553,418396.6609730568,0.3282194300583181,448554177.7191933,3751726697.2267184,298389427.4266893,14503191.499307498,97832241.30902126,3175374074.2252016,1875863348.6133597,5051237422.838561,21243630996.255733,0.0,0.0,24943025184.49897,498860503.68997943,25441885688.18895,0.9842063300080631,-401820746.53183746,401820746.53183746,BREACH,-7.748603820800781e-07,-2.384185791015625e-07,True,2338920717.8318605,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0039,117474744776.86755,139476713507.33163,20115723480.76057,2735552.538766181,0.27297417376711264,2842915739.9007406,22961374773.200077,2009357978.8128662,101989524.79363249,843614595.2950804,22155937462.352844,11480687386.600039,33636624848.95288,139630682239.2204,0.0,0.0,162602113846.62766,3252042276.9325533,165854156123.5602,0.8409600143117453,-26377442616.228577,26377442616.228577,BREACH,-4.76837158203125e-07,-1.9073486328125e-06,True,14425592651.29441,moderate_stress,1,moderate_stress,moderate_stress,moderate_stress,moderate_stress,0.35,0.1,0.02,1.0,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
