scenario_name,severity_rank,member_id,funding_scenario_name,haircut_scenario_name,treasury_scenario_name,settlement_fail_scenario_name,repo_rollover_need_usd,incremental_funding_cost_usd,additional_haircut_requirement_usd,settlement_fail_requirement_usd,excluded_section16_additional_collateral_demand_usd,excluded_section16_composite_outflow_usd,excluded_section18_funding_shock_usd,excluded_section18_composite_outflow_usd,excluded_section17_aqlr_reduction_usd,excluded_overlapping_candidate_amount_usd,section16_composite_identity_difference_usd,section18_composite_identity_difference_usd,double_count_control_pass,model_version,value_class,actual_ficc_participant,participant_level_inference,scenario_label,scenario_family,scenario_severity,display_order,hypothetical_value_class
moderate_stress,1,SYN-MBR-0016,moderate_stress,moderate_stress,moderate_stress,moderate_stress,4745271705.878638,606386.1253487692,470906255.8178052,4519332022.176016,669924956.1318865,5415803048.135874,2707901524.067937,7227233546.243953,23472659.033557497,3401299139.233381,2.384185791015625e-07,0.0,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0017,moderate_stress,moderate_stress,moderate_stress,moderate_stress,3124340960.5078735,385734.21036798274,278489059.0860808,3597333446.170595,431798435.23658776,3556525129.954829,1778262564.9774148,5375596011.14801,15578690.349979999,2225639690.5639825,-5.960464477539063e-08,2.384185791015625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0018,moderate_stress,moderate_stress,moderate_stress,moderate_stress,8519796964.17053,1157326.1475824304,851074073.280563,9179213923.139437,1196960060.3222737,9717914350.640385,4858957175.320192,14038171098.45963,32841224.588022497,6088758460.230488,-1.9073486328125e-06,0.0,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0019,moderate_stress,moderate_stress,moderate_stress,moderate_stress,3720248951.086701,496356.8244842017,389436384.26983935,3939486715.5407996,520621878.57942903,4241367186.490614,2120683593.245307,6060170308.786106,20146871.02387,2661452342.848606,-2.384185791015625e-07,-4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0020,moderate_stress,moderate_stress,moderate_stress,moderate_stress,9088565173.537115,1227051.9464547862,891136688.9880644,9821199054.11598,1284237193.6094325,10374029419.093002,5187014709.546501,15008213763.662481,32697652.693509996,6503949555.849443,0.0,0.0,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0021,moderate_stress,moderate_stress,moderate_stress,moderate_stress,39585575048.25572,5293089.070767034,4143848093.2135515,43622793221.00872,5564683594.993884,45155551732.32037,22577775866.160187,66200569087.16891,249677629.22764498,28392137090.381718,0.0,0.0,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0022,moderate_stress,moderate_stress,moderate_stress,moderate_stress,4190376854.6361322,582964.534549906,428902324.6437455,5034974835.981316,592732124.0963573,4783691943.267039,2391845971.6335196,7426820807.614835,20257140.371282496,3004835236.1011596,-2.384185791015625e-07,-4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0023,moderate_stress,moderate_stress,moderate_stress,moderate_stress,7634693091.647177,918485.9455493916,713659258.3531048,6780803531.567998,1025030254.2659076,8660641831.858633,4330320915.9293165,11111124447.497314,30232575.2322925,5385583745.427516,-7.152557373046875e-07,0.0,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0024,moderate_stress,moderate_stress,moderate_stress,moderate_stress,3252787665.4052987,411167.6044891239,302763024.7268956,2904240491.1211944,449779791.12926203,3702978624.139049,1851489312.0695248,4755729803.190719,13314102.3938425,2314583205.5926294,-8.344650268554688e-07,-4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0025,moderate_stress,moderate_stress,moderate_stress,moderate_stress,7219232349.798447,864856.9323553863,673515805.7045803,7414340365.14086,978449327.7736118,8198546534.504415,4099273267.2522073,11513613632.393066,49330567.352832496,5127053162.378652,7.152557373046875e-07,-4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0026,moderate_stress,moderate_stress,moderate_stress,moderate_stress,8884126652.071955,1196801.9614180746,889813784.9405502,8498547189.5456505,1266095600.657226,10151419054.6906,5075709527.3453,13574256716.890951,40228767.069864996,6382033895.072391,4.76837158203125e-07,9.5367431640625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0027,moderate_stress,moderate_stress,moderate_stress,moderate_stress,5598297479.238071,715674.6853320239,578103576.805458,5290311784.164017,774362116.4630215,6373375270.386424,3186687635.193212,8476999419.357229,33269222.769292496,3994318974.425526,-9.5367431640625e-07,4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0028,moderate_stress,moderate_stress,moderate_stress,moderate_stress,12937404536.73907,1784340.4732607575,1323424058.7947721,14847066204.629892,1855115410.063586,14794304287.275915,7397152143.637958,22244218348.26785,68368125.16174,9320635678.863283,-2.384185791015625e-06,-9.5367431640625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0029,moderate_stress,moderate_stress,moderate_stress,moderate_stress,3263896945.89721,442440.7395610603,335121927.36275285,3620374848.3861647,466682847.4754793,3731022234.1122503,1865511117.0561252,5485885965.44229,18458803.264584996,2350652767.7961893,-1.7881393432617188e-07,4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0030,moderate_stress,moderate_stress,moderate_stress,moderate_stress,30882701279.670235,3909633.879725735,3165552853.965492,27031599714.74334,4268946129.9667897,35155557043.51675,17577778521.758373,44609378236.50171,168246107.363995,22014970759.089157,-3.814697265625e-06,-3.814697265625e-06,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0031,moderate_stress,moderate_stress,moderate_stress,moderate_stress,9488591419.218327,1182221.401367359,874949180.8823794,8192981187.138522,1288894884.274512,10778668524.894207,5389334262.447103,13582315449.585625,33676658.584709994,6711905805.306325,9.5367431640625e-07,0.0,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0032,moderate_stress,moderate_stress,moderate_stress,moderate_stress,4523068639.873791,566986.3338534064,457499217.5206481,6643838234.984806,622332904.0225122,5145968530.230157,2572984265.1150784,9216822500.099884,34988535.148114994,3230305704.2857056,5.960464477539062e-07,-4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0033,moderate_stress,moderate_stress,moderate_stress,moderate_stress,4675749607.042144,633895.9074490495,490114793.25004715,4151720722.5729084,668566276.0472564,5344949778.996849,2672474889.498425,6824195612.071333,22930973.3503325,3363972138.896014,-1.1920928955078125e-07,-4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0034,moderate_stress,moderate_stress,moderate_stress,moderate_stress,7089412248.65927,920353.7982089232,686965727.9942186,7563025173.529361,978957728.9132518,8069290331.370731,4034645165.6853657,11597670339.214725,44967535.015765,5058570429.614383,3.5762786865234375e-07,-9.5367431640625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0035,moderate_stress,moderate_stress,moderate_stress,moderate_stress,3245672264.1204157,440803.76136226015,323583464.58557165,3473272390.1319084,464220214.1396746,3710333282.021453,1855166641.0107265,5328439031.142634,19750208.71716,2339137063.8675613,3.5762786865234375e-07,-4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0036,moderate_stress,moderate_stress,moderate_stress,moderate_stress,14900237557.139688,2012575.3960510069,1457712098.0107074,16265149935.081663,2129243744.802111,17031493877.337847,8515746938.668923,24780896873.750587,66260603.1707925,10711251286.641827,-3.5762786865234375e-06,9.5367431640625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0037,moderate_stress,moderate_stress,moderate_stress,moderate_stress,31878872907.091263,3994126.7402877253,2978278271.5430355,26612133598.800865,4355055354.181166,36237922388.01272,18118961194.00636,44731094792.80723,170114340.6484275,22644130888.83595,1.9073486328125e-06,3.814697265625e-06,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0038,moderate_stress,moderate_stress,moderate_stress,moderate_stress,3302754122.846553,418396.6609730568,298389427.4266893,3175374074.2252016,448554177.7191933,3751726697.2267184,1875863348.6133597,5051237422.838561,14503191.499307498,2338920717.8318605,-7.748603820800781e-07,-2.384185791015625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0039,moderate_stress,moderate_stress,moderate_stress,moderate_stress,20115723480.76057,2735552.538766181,2009357978.8128662,22155937462.352844,2842915739.9007406,22961374773.200077,11480687386.600039,33636624848.95288,101989524.79363249,14425592651.29441,-4.76837158203125e-07,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0040,moderate_stress,moderate_stress,moderate_stress,moderate_stress,3368851426.9403205,454528.46323741967,328572933.83981824,3334591333.6162596,478604700.31196535,3847910655.715523,1923955327.8577614,5258546661.474021,17177797.238365,2419737825.408092,-4.76837158203125e-07,0.0,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0041,moderate_stress,moderate_stress,moderate_stress,moderate_stress,2250227592.5777783,323465.6796260958,241007580.43874183,2790919726.611156,324967966.6542448,2575519024.911649,1287759512.4558246,4078679239.066981,16481046.8211025,1629208525.931172,0.0,2.384185791015625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0042,moderate_stress,moderate_stress,moderate_stress,moderate_stress,3031697123.8998575,358273.10591873556,274441702.24835247,2739249147.0174656,404893263.986371,3436948660.992147,1718474330.4960735,4457723477.513539,17513293.973089997,2140880888.4555345,-2.980232238769531e-07,2.384185791015625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0043,moderate_stress,moderate_stress,moderate_stress,moderate_stress,3973492117.78361,515551.53754125553,403560699.4239178,3380320226.8421397,556430428.119374,4530438097.440525,2265219048.7202625,5645539275.562402,20766099.657987498,2842415576.4976244,-1.1920928955078125e-07,-4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0044,moderate_stress,moderate_stress,moderate_stress,moderate_stress,28277055151.004784,3939557.4549911297,2855035076.9597216,32050180077.356716,4028327437.108524,32309322145.568295,16154661072.78415,48204841150.14087,154482497.911465,20337471007.80414,-4.291534423828125e-06,3.814697265625e-06,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0045,moderate_stress,moderate_stress,moderate_stress,moderate_stress,5695319983.163429,775216.3045392709,561561227.1854303,5279175635.369816,806674305.4708216,6502769504.93879,3251384752.469395,8530560387.8392105,32425458.5642325,4090484516.5044494,1.1920928955078125e-07,-4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0046,moderate_stress,moderate_stress,moderate_stress,moderate_stress,9122932611.019817,1222571.6938448355,899729782.4253795,9939006083.987791,1287951937.4643164,10412107120.17798,5206053560.08899,15145059644.07678,50387060.367005,6544392557.920312,1.9073486328125e-06,-9.5367431640625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0047,moderate_stress,moderate_stress,moderate_stress,moderate_stress,11736187818.089329,1530027.6865390497,1095439022.6813517,12639642717.232565,1631144715.8829443,13368862561.658812,6684431280.829406,19324073998.06197,61750447.682495,8377326444.394845,-4.76837158203125e-07,-9.5367431640625e-07,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
moderate_stress,1,SYN-MBR-0048,moderate_stress,moderate_stress,moderate_stress,moderate_stress,4229908452.7988973,596750.8178157549,448544092.36949813,5091116513.1984005,608867698.9113256,4839372902.528038,2419686451.264019,7510802964.4624195,22328151.91303,3050882302.0883746,-5.960464477539062e-07,0.0,True,section-21-v1,synthetic,False,False,Moderate stress,broad_market,moderate,1,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0001,severe_stress,severe_stress,severe_stress,severe_stress,7172038454.883167,281256.4099954185,1095895751.076717,7486828081.45977,1148227496.704339,8320547207.997499,6240410405.998125,13727238487.457895,56575079.36407274,7445212982.066537,-2.1457672119140625e-06,0.0,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0002,severe_stress,severe_stress,severe_stress,severe_stress,20405348105.061264,800209.7296102461,2947152172.7535214,19058595629.791756,3085638180.964593,23491786495.755463,17618839871.8166,36677435501.60835,121824111.70069782,20826302164.48189,-4.76837158203125e-06,-3.814697265625e-06,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0003,severe_stress,severe_stress,severe_stress,severe_stress,10017220772.664465,392832.18716331234,1447743602.1325207,9771186045.66058,1511146359.9471123,11528759964.79874,8646569973.599056,18417756019.259636,67046306.14148959,10224762639.687658,-2.384185791015625e-07,0.0,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0004,severe_stress,severe_stress,severe_stress,severe_stress,12721462996.291046,498880.9018153354,1764576581.0332408,12944724858.858143,2000000951.7059433,14721962828.898806,11041472121.674105,23986196980.532246,76246734.1946461,13117719807.574696,7.152557373046875e-07,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0005,severe_stress,severe_stress,severe_stress,severe_stress,11728347688.475044,459935.20346960955,1765133167.4711294,12937199426.817896,1795141105.1604486,13523948728.83896,10142961546.629221,23080160973.447117,111611340.88270709,12049713992.672377,-1.6689300537109375e-06,0.0,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0006,severe_stress,severe_stress,severe_stress,severe_stress,17701437865.984005,694174.0339601574,2539407306.183674,18664656921.40991,2709627404.614514,20411759444.63248,15308819583.47436,33973476504.884266,116780438.80797729,18135227426.89685,1.430511474609375e-06,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0007,severe_stress,severe_stress,severe_stress,severe_stress,18982449170.503746,744409.7713923038,2778750865.868082,22311914620.37076,2960594074.7733297,21943787655.04847,16457840741.286352,38769755361.65712,130781398.65557039,19549216214.715252,1.430511474609375e-06,5.7220458984375e-06,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0008,severe_stress,severe_stress,severe_stress,severe_stress,4658374776.640987,182681.36378984273,662946844.5308058,5997949573.550435,743830810.9294273,5402388268.934205,4051791201.7006536,10049740775.25109,43001433.6148957,4838623446.244977,5.960464477539062e-07,4.76837158203125e-07,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0009,severe_stress,severe_stress,severe_stress,severe_stress,13612679648.883223,533830.5744660088,2055055933.872915,14960890575.578413,2033088161.8024309,15646301641.260118,11734726230.94509,26695616806.523502,110721613.03626852,13878536005.783789,-9.5367431640625e-07,0.0,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0010,severe_stress,severe_stress,severe_stress,severe_stress,10361904672.99325,406349.2028624806,1495786568.6087344,11475705260.95641,1501107128.4014304,11863418150.597542,8897563612.948156,20373268873.904568,75932104.80256763,10474602846.152155,-9.5367431640625e-07,1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0011,severe_stress,severe_stress,severe_stress,severe_stress,24573208118.99068,963655.2203525758,3600026124.882091,24453695499.105347,4050242377.5183973,28624414151.729424,21468310613.797066,45922006112.90241,218475435.00372526,25737028426.31919,-7.152557373046875e-06,0.0,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0012,severe_stress,severe_stress,severe_stress,severe_stress,57575577449.628296,2257865.7823383645,8112270862.396238,79070784833.65941,8874322253.450953,66452157568.86159,49839118176.646194,128909903010.3056,540134857.8353616,59253575287.93251,0.0,0.0,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0013,severe_stress,severe_stress,severe_stress,severe_stress,19735183488.94332,773928.7642722873,3043605275.2494707,24911947581.500103,3034354265.861028,22770311683.568626,17077733762.676468,41989681344.176575,177642930.50294557,20289730959.04044,4.76837158203125e-06,3.814697265625e-06,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0014,severe_stress,severe_stress,severe_stress,severe_stress,7506843327.075174,294386.01282647735,1088898109.3777297,8787664588.78951,1202103092.0766,8709240805.1646,6531930603.873451,15319595192.662962,68634863.21884684,7802668559.168899,-4.76837158203125e-07,0.0,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0015,severe_stress,severe_stress,severe_stress,severe_stress,6484792437.697194,254305.58579204686,876458927.7661511,7947001113.08808,994841174.7588252,7479887918.041812,5609915938.531359,13556917051.619438,54350895.812934995,6659108009.103119,5.960464477539062e-07,-9.5367431640625e-07,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0016,severe_stress,severe_stress,severe_stress,severe_stress,10218619428.55429,400730.1736687958,1449954727.7459638,10776389799.824627,1690026558.762858,11909046717.490816,8931785038.118113,19708174837.94274,69733742.72587213,10691545339.606842,-1.430511474609375e-06,1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
severe_stress,1,SYN-MBR-0017,severe_stress,severe_stress,severe_stress,severe_stress,6590178762.185116,258438.38283078905,900341311.278062,8323174501.82575,1084432852.5867383,7674870053.154685,5756152539.866014,14079327041.691763,50106794.45942505,6890692186.912177,0.0,-9.5367431640625e-07,True,section-21-v1,synthetic,False,False,Severe stress,broad_market,severe,2,hypothetical_assumptions_on_synthetic_members
