member_id,repo_financing_need_usd,collateral_inventory_usd,available_qualified_liquid_resources_usd,maturity_bucket,bucket_order,source_column,market_value_usd,total_treasury_position_usd,bucket_weight,base_haircut_rate,eligibility_factor,member_concentration_ratio,repo_exposure_allocated_usd,collateral_inventory_allocated_usd,qualified_resources_allocated_usd,value_class,actual_ficc_participant,participant_level_inference,scenario_name,severity_rank,stress_multiplier,additive_haircut_rate,bucket_haircut_addon,concentration_threshold,concentration_excess,concentration_haircut_addon,raw_stressed_haircut_rate,maximum_haircut_rate,stressed_haircut_rate,haircut_increase_rate,baseline_required_collateral_usd,stressed_required_collateral_before_call_usd,haircut_driven_collateral_call_usd,additional_collateral_call_rate,scenario_additional_collateral_call_usd,additional_collateral_requirement_usd,baseline_excess_collateral_inventory_usd,baseline_eligible_excess_collateral_usd,inventory_availability_rate,stressed_available_collateral_usd,collateral_posted_usd,collateral_shortfall_usd,haircut_market_value_loss_usd,inventory_unavailability_loss_usd,gross_collateral_resource_reduction_usd,qualified_resource_reduction_usd,stressed_qualified_resources_allocated_usd,model_version
SYN-MBR-0002,30007864860.384212,129045998528.48314,50488291294.855255,bonds_10_30y,5,treasury_position_bonds_10_30y_usd,514542729.23,2076021165.24,0.2478504255376972,0.06,0.92,0.293314313445164,7437462075.123938,514542729.23,12513544482.101088,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.5,0.06,0.0,7912193696.94036,7912193696.94036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12513544482.101088,section-17-v1
SYN-MBR-0002,30007864860.384212,129045998528.48314,50488291294.855255,strips_30y_plus,6,treasury_position_strips_30y_plus_usd,0.0,2076021165.24,0.0,0.1,0.85,0.293314313445164,0.0,0.0,0.0,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section-17-v1
SYN-MBR-0003,14731207018.624214,81248748292.9292,31252301950.259506,bills_0_1y,1,treasury_position_bills_0_1y_usd,127626006.05,1150515829.75,0.11092937858815236,0.01,1.0,0.2573079708206423,1634123640.4294126,127626006.05,3466798434.791589,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.01,0.5,0.01,0.0,1650629939.8276894,1650629939.8276894,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3466798434.791589,section-17-v1
SYN-MBR-0003,14731207018.624214,81248748292.9292,31252301950.259506,notes_1_3y,2,treasury_position_notes_1_3y_usd,281322405.75,1150515829.75,0.24451850072426176,0.015,1.0,0.2573079708206423,3602052654.052715,281322405.75,7641766017.059377,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.015,0.5,0.015,0.0,3656906247.7692537,3656906247.7692537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7641766017.059377,section-17-v1
SYN-MBR-0003,14731207018.624214,81248748292.9292,31252301950.259506,notes_3_7y,3,treasury_position_notes_3_7y_usd,238150201.82,1150515829.75,0.20699428522573962,0.025,0.98,0.2573079708206423,3049275667.332518,238150201.82,6469047903.852955,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.025,0.5,0.025,0.0,3127462222.905147,3127462222.905147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6469047903.852955,section-17-v1
SYN-MBR-0003,14731207018.624214,81248748292.9292,31252301950.259506,notes_7_10y,4,treasury_position_notes_7_10y_usd,207380322.58,1150515829.75,0.18024986464120402,0.035,0.96,0.2573079708206423,2655298071.108569,207380322.58,5633223196.260312,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.035,0.5,0.035,0.0,2751604218.7653565,2751604218.7653565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5633223196.260312,section-17-v1
SYN-MBR-0003,14731207018.624214,81248748292.9292,31252301950.259506,bonds_10_30y,5,treasury_position_bonds_10_30y_usd,296036893.55,1150515829.75,0.2573079708206423,0.06,0.92,0.2573079708206423,3790456985.7009997,296036893.55,8041466398.295275,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.5,0.06,0.0,4032401048.618085,4032401048.618085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8041466398.295275,section-17-v1
SYN-MBR-0003,14731207018.624214,81248748292.9292,31252301950.259506,strips_30y_plus,6,treasury_position_strips_30y_plus_usd,0.0,1150515829.75,0.0,0.1,0.85,0.2573079708206423,0.0,0.0,0.0,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section-17-v1
SYN-MBR-0004,18708033818.07507,82719860230.76997,41457312552.14155,bills_0_1y,1,treasury_position_bills_0_1y_usd,136094859.72,1369413266.49,0.09938187620222957,0.01,1.0,0.2510355218707167,1859239500.8950608,136094859.72,4120105503.7340693,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.01,0.5,0.01,0.0,1878019697.8737988,1878019697.8737988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4120105503.7340693,section-17-v1
SYN-MBR-0004,18708033818.07507,82719860230.76997,41457312552.14155,notes_1_3y,2,treasury_position_notes_1_3y_usd,322684334.68,1369413266.49,0.23563692756320787,0.015,1.0,0.2510355218707167,4408303609.639798,322684334.68,9768873754.814247,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.015,0.5,0.015,0.0,4475435136.69015,4475435136.69015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9768873754.814247,section-17-v1
SYN-MBR-0004,18708033818.07507,82719860230.76997,41457312552.14155,notes_3_7y,3,treasury_position_notes_3_7y_usd,343771374.01,1369413266.49,0.2510355218707167,0.025,0.98,0.2510355218707167,4696381032.695492,343771374.01,10407258091.884268,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.025,0.5,0.025,0.0,4816801059.174864,4816801059.174864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10407258091.884268,section-17-v1
SYN-MBR-0004,18708033818.07507,82719860230.76997,41457312552.14155,notes_7_10y,4,treasury_position_notes_7_10y_usd,328496505.05,1369413266.49,0.23988120539534646,0.035,0.96,0.2510355218707167,4487705702.856753,328496505.05,9944830107.459341,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.035,0.5,0.035,0.0,4650472230.939641,4650472230.939641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9944830107.459341,section-17-v1
SYN-MBR-0004,18708033818.07507,82719860230.76997,41457312552.14155,bonds_10_30y,5,treasury_position_bonds_10_30y_usd,238366193.03,1369413266.49,0.1740644689684994,0.06,0.92,0.2510355218707167,3256403971.987965,238366193.03,7216245094.249623,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.5,0.06,0.0,3464259544.6680484,3464259544.6680484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7216245094.249623,section-17-v1
SYN-MBR-0004,18708033818.07507,82719860230.76997,41457312552.14155,strips_30y_plus,6,treasury_position_strips_30y_plus_usd,0.0,1369413266.49,0.0,0.1,0.85,0.2510355218707167,0.0,0.0,0.0,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section-17-v1
SYN-MBR-0005,17247570130.11036,83631203708.47752,56249395326.243454,bills_0_1y,1,treasury_position_bills_0_1y_usd,209451233.93,1800450968.92,0.11633265084449329,0.01,1.0,0.3018129863575002,2006455553.86204,209451233.93,6543641266.701753,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.01,0.5,0.01,0.0,2026722781.6788282,2026722781.6788282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6543641266.701753,section-17-v1
SYN-MBR-0005,17247570130.11036,83631203708.47752,56249395326.243454,notes_1_3y,2,treasury_position_notes_1_3y_usd,328246280.83,1800450968.92,0.18231336842618848,0.015,1.0,0.3018129863575002,3144462607.587333,328246280.83,10255016733.863747,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.015,0.5,0.015,0.0,3192347824.9617596,3192347824.9617596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10255016733.863747,section-17-v1
SYN-MBR-0005,17247570130.11036,83631203708.47752,56249395326.243454,notes_3_7y,3,treasury_position_notes_3_7y_usd,543399483.72,1800450968.92,0.3018129863575002,0.025,0.98,0.3018129863575002,5205540648.379025,543399483.72,16976797984.217152,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.025,0.5,0.025,0.0,5339016049.6195135,5339016049.6195135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16976797984.217152,section-17-v1
SYN-MBR-0005,17247570130.11036,83631203708.47752,56249395326.243454,notes_7_10y,4,treasury_position_notes_7_10y_usd,299388959.83,1800450968.92,0.16628553901114473,0.035,0.96,0.3018129863575002,2868021495.717921,299388959.83,9353461020.875359,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.035,0.5,0.035,0.0,2972043000.7439594,2972043000.7439594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9353461020.875359,section-17-v1
SYN-MBR-0005,17247570130.11036,83631203708.47752,56249395326.243454,bonds_10_30y,5,treasury_position_bonds_10_30y_usd,419965010.61,1800450968.92,0.23325545536067327,0.06,0.92,0.3018129863575002,4023089824.5640388,419965010.61,13120478320.585443,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.5,0.06,0.0,4279882792.089403,4279882792.089403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13120478320.585443,section-17-v1
SYN-MBR-0005,17247570130.11036,83631203708.47752,56249395326.243454,strips_30y_plus,6,treasury_position_strips_30y_plus_usd,0.0,1800450968.92,0.0,0.1,0.85,0.3018129863575002,0.0,0.0,0.0,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section-17-v1
SYN-MBR-0006,26031526273.50589,135081814381.88681,55209210371.336205,bills_0_1y,1,treasury_position_bills_0_1y_usd,202741629.52,1985292288.09,0.10212180379497302,0.01,1.0,0.30974807622489625,2658386418.5866537,202741629.52,5638064149.216985,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.01,0.5,0.01,0.0,2685238806.6531854,2685238806.6531854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5638064149.216985,section-17-v1
SYN-MBR-0006,26031526273.50589,135081814381.88681,55209210371.336205,notes_1_3y,2,treasury_position_notes_1_3y_usd,614940466.98,1985292288.09,0.30974807622489625,0.015,1.0,0.30974807622489625,8063215184.416292,614940466.98,17100946702.416979,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.015,0.5,0.015,0.0,8186005263.366795,8186005263.366795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17100946702.416979,section-17-v1
SYN-MBR-0006,26031526273.50589,135081814381.88681,55209210371.336205,notes_3_7y,3,treasury_position_notes_3_7y_usd,464526679.74,1985292288.09,0.2339840246832921,0.025,0.98,0.30974807622489625,6090961286.123769,464526679.74,12918073242.271797,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.025,0.5,0.025,0.0,6247139780.639763,6247139780.639763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12918073242.271797,section-17-v1
SYN-MBR-0006,26031526273.50589,135081814381.88681,55209210371.336205,notes_7_10y,4,treasury_position_notes_7_10y_usd,375231523.82,1985292288.09,0.18900568247358723,0.035,0.96,0.30974807622489625,4920106389.153098,375231523.82,10434854485.06225,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.035,0.5,0.035,0.0,5098555843.681967,5098555843.681967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10434854485.06225,section-17-v1
SYN-MBR-0006,26031526273.50589,135081814381.88681,55209210371.336205,bonds_10_30y,5,treasury_position_bonds_10_30y_usd,327851988.03,1985292288.09,0.16514041282325143,0.06,0.92,0.30974807622489625,4298856995.226078,327851988.03,9117271792.368195,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.5,0.06,0.0,4573252122.580935,4573252122.580935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9117271792.368195,section-17-v1
SYN-MBR-0006,26031526273.50589,135081814381.88681,55209210371.336205,strips_30y_plus,6,treasury_position_strips_30y_plus_usd,0.0,1985292288.09,0.0,0.1,0.85,0.30974807622489625,0.0,0.0,0.0,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section-17-v1
SYN-MBR-0007,27915366427.21139,111393851820.51732,55113693908.5898,bills_0_1y,1,treasury_position_bills_0_1y_usd,208761996.58,2191520292.05,0.09525898406567757,0.01,1.0,0.2854548782912785,2659189445.6772804,208761996.58,5250074489.838986,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.01,0.5,0.01,0.0,2686049945.1285663,2686049945.1285663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250074489.838986,section-17-v1
SYN-MBR-0007,27915366427.21139,111393851820.51732,55113693908.5898,notes_1_3y,2,treasury_position_notes_1_3y_usd,539313060.35,2191520292.05,0.2460908358030825,0.015,1.0,0.2854548782912785,6869715855.82176,539313060.35,13562974998.16012,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.015,0.5,0.015,0.0,6974330818.093158,6974330818.093158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13562974998.16012,section-17-v1
SYN-MBR-0007,27915366427.21139,111393851820.51732,55113693908.5898,notes_3_7y,3,treasury_position_notes_3_7y_usd,625580158.24,2191520292.05,0.2854548782912785,0.025,0.98,0.2854548782912785,7968577525.93607,625580158.24,15732472786.85928,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.025,0.5,0.025,0.0,8172900026.601098,8172900026.601098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15732472786.85928,section-17-v1
SYN-MBR-0007,27915366427.21139,111393851820.51732,55113693908.5898,notes_7_10y,4,treasury_position_notes_7_10y_usd,294711428.91,2191520292.05,0.1344780744121333,0.035,0.96,0.2854548782912785,3754004723.6405015,294711428.91,7411583430.566876,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.035,0.5,0.035,0.0,3890160335.378758,3890160335.378758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7411583430.566876,section-17-v1
SYN-MBR-0007,27915366427.21139,111393851820.51732,55113693908.5898,bonds_10_30y,5,treasury_position_bonds_10_30y_usd,523153647.97,2191520292.05,0.23871722742782805,0.06,0.92,0.2854548782912785,6663878876.135777,523153647.97,13156588203.164532,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.5,0.06,0.0,7089232846.952955,7089232846.952955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13156588203.164532,section-17-v1
SYN-MBR-0007,27915366427.21139,111393851820.51732,55113693908.5898,strips_30y_plus,6,treasury_position_strips_30y_plus_usd,0.0,2191520292.05,0.0,0.1,0.85,0.2854548782912785,0.0,0.0,0.0,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section-17-v1
SYN-MBR-0008,6850551142.1191,37254746534.28426,23153845907.247063,bills_0_1y,1,treasury_position_bills_0_1y_usd,94915220.33,746190629.65,0.12719969476770285,0.01,1.0,0.2793784356656723,871388014.2680876,94915220.33,2945162132.100252,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.01,0.5,0.01,0.0,880189913.4021087,880189913.4021087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945162132.100252,section-17-v1
SYN-MBR-0008,6850551142.1191,37254746534.28426,23153845907.247063,notes_1_3y,2,treasury_position_notes_1_3y_usd,170415308.46,746190629.65,0.2283803919380938,0.015,1.0,0.2793784356656723,1564531554.829116,170415308.46,5287884403.171313,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.015,0.5,0.015,0.0,1588356908.4559555,1588356908.4559555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5287884403.171313,section-17-v1
SYN-MBR-0008,6850551142.1191,37254746534.28426,23153845907.247063,notes_3_7y,3,treasury_position_notes_3_7y_usd,149795685.94,746190629.65,0.20074720853873698,0.025,0.98,0.2793784356656723,1375229018.7322657,149795685.94,4648069932.8159075,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.025,0.5,0.025,0.0,1410491301.2638624,1410491301.2638624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4648069932.8159075,section-17-v1
SYN-MBR-0008,6850551142.1191,37254746534.28426,23153845907.247063,notes_7_10y,4,treasury_position_notes_7_10y_usd,208469570.82,746190629.65,0.2793784356656723,0.035,0.96,0.2793784356656723,1913896261.5329187,208469570.82,6468685249.210712,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.035,0.5,0.035,0.0,1983312188.1170142,1983312188.1170142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6468685249.210712,section-17-v1
SYN-MBR-0008,6850551142.1191,37254746534.28426,23153845907.247063,bonds_10_30y,5,treasury_position_bonds_10_30y_usd,122594844.1,746190629.65,0.1642942690897941,0.06,0.92,0.2793784356656723,1125506292.7567117,122594844.1,3804044189.948877,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.5,0.06,0.0,1197347119.9539487,1197347119.9539487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3804044189.948877,section-17-v1
SYN-MBR-0008,6850551142.1191,37254746534.28426,23153845907.247063,strips_30y_plus,6,treasury_position_strips_30y_plus_usd,0.0,746190629.65,0.0,0.1,0.85,0.2793784356656723,0.0,0.0,0.0,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section-17-v1
SYN-MBR-0009,20018646542.475327,96527640685.43277,47288999137.49504,bills_0_1y,1,treasury_position_bills_0_1y_usd,184955860.97,1805458327.74,0.10244260868735769,0.01,1.0,0.285403166638031,2050762374.201326,184955860.97,4844408433.8592,synthetic,False,False,control,0,1.0,0.0,0.0,1.0,0.0,0.0,0.01,0.5,0.01,0.0,2071477145.6579049,2071477145.6579049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4844408433.8592,section-17-v1
